Age (s),L_FUV/M (L_sun/M_sun)
86700000.0,2.9812072066514625
86800000.0,2.980081365685618
86900000.0,2.9622486913540738
87000000.0,2.9549751349014133
87100000.0,2.952800892765263
87200000.0,2.9372230492247997
87300000.0,2.9315934670767057
87400000.0,2.927167676477488
87500000.0,2.9064488063575946
87600000.0,2.8996240151037416
87700000.0,2.8963089243745332
87800000.0,2.8789141270182133
87900000.0,2.8720758815127394
88000000.0,2.8587559592154395
88100000.0,2.8499126000247474
88200000.0,2.843034281045466
88300000.0,2.8393639558825408
88400000.0,2.829525381108261
88500000.0,2.813563288665086
88600000.0,2.8061725840542424
88700000.0,2.796440562011914
88800000.0,2.782873435657402
88900000.0,2.773199200340839
89000000.0,2.7642833825133253
89100000.0,2.7448059555895497
89200000.0,2.7408284663555205
89300000.0,2.7298446377213876
89400000.0,2.71979783364467
89500000.0,2.708009196590858
89600000.0,2.6975552332999944
89700000.0,2.686834918208523
89800000.0,2.679938690529171
89900000.0,2.6710181832385476
90000000.0,2.6558177767593736
90100000.0,2.652080192185379
90200000.0,2.6478663059165735
90300000.0,2.6482058402818
90400000.0,2.641005546274861
90500000.0,2.642037419681083
90600000.0,2.634585441187522
90700000.0,2.621053412239753
90800000.0,2.612491703710948
90900000.0,2.6111102512387974
91000000.0,2.607803980691485
91100000.0,2.605028245466413
91200000.0,2.594499170064038
91300000.0,2.585993989262977
91400000.0,2.5816608206836174
91500000.0,2.5803676406996456
91600000.0,2.5789584794141245
91700000.0,2.5728515997080814
91800000.0,2.5762511945999975
91900000.0,2.56996145173924
92000000.0,2.5659619308733794
92100000.0,2.5604691032213127
92200000.0,2.5599664857086997
92300000.0,2.558591618207646
92400000.0,2.5606448663068098
92500000.0,2.5572743706682113
92600000.0,2.5522981504568487
92700000.0,2.547625643060178
92800000.0,2.5470529110539717
92900000.0,2.546686819468217
93000000.0,2.5425239695456074
93100000.0,2.546235905922968
93200000.0,2.5433373437697324
93300000.0,2.5354759457237326
93400000.0,2.5326245429064826
93500000.0,2.529877405199039
93600000.0,2.530064933975765
93700000.0,2.5278361818454695
93800000.0,2.5265987389387004
93900000.0,2.521376134849528
94000000.0,2.5163356179623446
94100000.0,2.516454655831258
94200000.0,2.515881586798603
94300000.0,2.51162411889077
94400000.0,2.51505107249802
94500000.0,2.5113024751703126
94600000.0,2.504397161401197
94700000.0,2.5046749049025516
94800000.0,2.499233502790971
94900000.0,2.500348756793624
95000000.0,2.498361647375615
95100000.0,2.50117535801529
95200000.0,2.4940368672108097
95300000.0,2.4893544561897065
95400000.0,2.4879309764230313
95500000.0,2.4862440405234727
95600000.0,2.480180288931498
95700000.0,2.484419099933883
95800000.0,2.481218332183634
95900000.0,2.476521392195864
96000000.0,2.474848561363103
96100000.0,2.469318514886464
96200000.0,2.4697541306730435
96300000.0,2.4678084730611785
96400000.0,2.4708325655390757
96500000.0,2.4638111024226697
96600000.0,2.4633238245052778
96700000.0,2.4589977302287807
96800000.0,2.457144849580064
96900000.0,2.452090888745958
97000000.0,2.455338681084179
97100000.0,2.452380049009905
97200000.0,2.4481156999251983
97300000.0,2.4459896900059053
97400000.0,2.4419738353591733
97500000.0,2.4412153646055894
97600000.0,2.439887610568397
97700000.0,2.4425080930925094
97800000.0,2.4341976379169394
