Figure_3_star_formation_history_surface_density[28]
lookback_myr,sfr_surface_density_msun_per_myr_per_kpc2,sfr_surface_density_uncertainty_msun_per_myr_per_kpc2
12.0,1655.555807341420,793.3097478019360
12.100000000000000,1711.1111864189900,716.1418675500980
12.200000000000000,2074.388628112750,677.9469193519160
12.3,3027.3692356380700,654.7269935340060
12.4,2868.553542949640,674.5645122545250
12.5,2698.927961416980,627.4263198454680
12.600000000000000,2525.812424638620,586.2137528387900
12.700000000000000,1348.2013593995500,566.4909030931480
12.8,1254.9302932333300,522.9879399258010
12.9,1169.4686528320100,474.3031233872390
13.0,1092.4014336466100,401.10127248853200
13.100000000000000,1016.1078326284000,385.09122120564900
13.200000000000000,920.5524425967130,354.21675892044200
13.3,823.6035233738,346.30749220431100
13.4,813.6468999994660,337.1922800589950
13.5,789.4210057345890,318.501244737207
13.600000000000000,768.9732648436700,341.4525857883480
13.700000000000000,760.6828530061700,356.22360066489800
13.8,765.7803515645710,370.0990658230800
13.9,785.7280138908740,408.6075367873260
14.0,821.7841028757020,469.26335169296600
14.100000000000000,874.8770711367460,510.7761920291940
14.200000000000000,945.6731599817280,650.280543445426
14.3,1034.6988015272200,727.9000854239740
14.4,1772.217161801730,886.4031074368000
14.5,2565.8462650592600,1001.7974515620000
14.600000000000000,2835.0184864122700,1057.880487769260
14.700000000000000,2077.9546171402500,1118.2294394496000
14.8,2301.091471621100,1157.790163026320
14.9,2595.0180873861500,1174.4967168355500
15.0,2858.296574956230,1233.3105672243200
15.100000000000000,3125.282297633840,1210.2278184980600
15.200000000000000,3845.680931452820,1219.366885558700
15.3,4105.584825505410,1103.7608857238600
15.4,4309.405742279800,1111.3019015477400
15.5,4433.708130620790,1019.5810919966900
15.600000000000000,4461.631023822000,1058.381194183580
15.700000000000000,4377.101813904080,1007.5119760082000
15.8,4183.864085105800,1049.416460150320
15.9,3895.350595472330,1012.7083032159500
16.0,3533.0105979696100,1014.571499139660
16.1,2315.7789952723700,1004.3034507251600
16.2,1753.39375652979,1034.0563704384500
16.3,1201.8058760767400,917.261921319063
16.400000000000000,1008.7552573565500,789.8722821351890
16.5,843.4487758099930,697.5647849583170
16.6,685.6067856732080,615.9539186643550
16.7,448.3485962161530,539.3017600623970
16.8,390.77443599675100,465.3824072465110
16.900000000000000,350.77536364038500,380.2865812185660
17.0,324.5823052556360,301.62048547311600
17.1,345.5053907652590,231.96529664795400
17.2,334.95693097497700,187.83295983127000
17.3,329.5148600574920,163.3234199058320
17.400000000000000,327.00624389448300,140.87196090148600
17.5,307.3472572957320,128.40603085844300
17.6,306.07670439807900,127.38491827048900
17.7,304.2615704180370,117.83031095832200
17.8,301.5153960563320,117.54890695894700
17.900000000000000,350.2898539958320,118.45016996061700
18.0,344.5084036278180,121.3027783268640
18.1,338.22882050869200,129.35403089432500
18.2,332.1207835278160,138.26860805657000
18.3,326.9455823289710,136.59869746055200
18.400000000000000,323.48939786880500,143.86815448167300
18.5,286.48344807051900,149.47849584718500
18.6,249.2354693843690,164.5492184986
18.7,283.0375687602800,168.46123999039000
18.8,292.20361053888500,179.36029468956800
18.900000000000000,300.24426917860700,192.7381731320750
19.0,360.1915253060600,210.6613290220250
19.1,427.9088633565080,237.54921689237100
19.200000000000000,401.25618039582100,262.6349743262000
19.3,411.749885251126,285.1007152409770
19.400000000000000,461.88820326204700,308.6936948992370
19.5,527.0133930332370,337.0783449252230
19.6,603.8690775669820,352.4225918663660
19.700000000000000,691.3967063964870,355.02023936259200
19.8,787.2255787072040,346.1101812119250
19.900000000000000,887.6416580152420,368.3917820911060
20.0,914.1795332925760,389.8497932995510
20.1,873.150119854727,368.4224650313340
20.200000000000000,1065.5167837335500,338.4555905212800
20.3,1125.8517723652600,334.22063133460000
20.400000000000000,1167.5322149009700,288.9156242579370
20.5,1188.253740462690,272.2766957662690
20.6,1046.9266361872700,225.13510222577200
20.700000000000000,1028.9512573001100,206.7805309170330
20.8,995.0117094263520,209.81453341431600
20.900000000000000,947.9838144188630,216.17930560068800
21.0,804.2842336895780,212.47288387750000
21.1,746.5901796976140,189.7168289079350
21.200000000000000,687.1286757121620,185.70800050914200
21.3,628.5621351304320,175.3410325807440
21.400000000000000,573.0173828362730,160.19133016578800
21.5,522.0193811013430,150.97068111306100
21.6,476.5050267305650,146.36372854215700
21.700000000000000,436.90741680183200,145.2938061570170
21.8,403.29300423294900,147.84793629703900
21.900000000000000,375.5316811087320,142.50302889352200
22.0,384.078705260494,144.186625546198
